ObjectId_1,CDSCode,FederalSchoolID,FederalCharterDistrictID,County,District,School,Status,OpenDate,ClosedDate,Charter,CharterNumber,FundingType,EducationalOptionsType,EntityType,LowGrade,HighGrade,VirtualInstructionType,Magnet,YearRound,Public_,Multilingual,LastUpdate,StreetAddress,StreetCity,StreetState,StreetZip,MailingAddress,MailingCity,MailingState,MailingZip,Phone,PhoneExtension,FaxNumber,AdministratorName,AdministratorPhone,Latitude,Longitude,AdministratorPhoneExt,Email,AdministratorEmail,Website,ObjectId,x,y,GlobalID,LLMFunding,CARESFunding,Funding3,String1,String2,String3,String4,String5,Double1,Double2,Double3,Double4,Double5,Date1,Date2,Date3,Date4,Date5,lea,school_district,school_name,school_code,operational_status,grades,is_50_percent,is_in_person,is_cohort,cohort_grades,district_school_notfound,is_safety_plan,reopening_plan,school_grades_served,operational_status_elem,operational_status_middle,operational_status_high,CreationDate,email_address,is_reopening,near_term_opening_date,is_reopening_elem,elem_reopening_date,is_reopening_middle,middle_reopening_date,is_reopening_high,high_reopening_date
1120,19647336136204,19647336136204,,Los Angeles,Los Angeles Unified,MESIVTA BIRKAS YITZCHOK,Active,1240902000000,,N,,,,High Schools (Private),9,12,,,N,N,,1609228800000,6022 West Pico Blvd,Los Angeles,CA,90035-2677,6022 West Pico Blvd,Los Angeles,CA,90035-2677,(323) 937-4748,,,MESIVTA YITZCHOK,,34.052118,-118.371962,,office@mbyla.org,office@mbyla.org,,,-118.371962,34.052118,2e29b500-2555-451a-8525-2fb773be17bc,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,30736430129429,30736430129429,,Orange,Tustin Unified,PORT VIEW PREPARATORY - TUSTIN,Active,1393833600000,,N,,,Nonpublic Nonsectarian Certified School,K-12 Schools (Private),K,12,,,N,N,,1609228800000,1361 Valencia Ave,Tustin,CA,92780-6459,1361 Valencia Ave,Tustin,CA,92780-6459,(714) 463-6390,,(714) 485-3048,Edward Miguel,(714) 617-5494,33.718632,-117.833679,,emiguel@portviewpreparatory.com,emiguel@portviewpreparatory.com,,,-117.833679,33.718632,12c3b9b4-1a42-4b90-bbf4-484d3494d4b4,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,33670586144778,33670586144778,,Riverside,Desert Sands Unified,DESERT CHRISTIAN,Active,1361347200000,,N,,,,K-12 Schools (Private),K,12,,,N,N,,1609228800000,78-365 Hwy 111 Ste 401,La Quinta,CA,92253-2071,78-365 Hwy 111 Ste 401,La Quinta,CA,92253-2071,(760) 702-5324,,,Dan Ruzicka,,33.710418,-116.290067,,Danruzicka@msn.com,danruzicka@hotmail.com,,,-116.290067,33.710418,cbce5f7c-a37c-4a2b-8751-a3fa359adae7,,,,Yes,Yes,,,,,,,,,,,,,,Private,,DESERT CHRISTIAN,,,K 1 2 3 4 5 6 7 8 9 10 11 12,,No,No,,,No,,Elementary Middle High,Distance Learning Only,Distance Learning Only,Distance Learning Only,1612830745490.0,danruzicka@hotmail.com,,,,,,,,
1123,19644857104680,19644857104680,,Los Angeles,East Whittier City Elementary,HEIGHTS CHRISTIAN SCHOOLS LA MIRADA,Active,1092294000000,,N,,,,K-12 Schools (Private),K,4,,,N,N,,1609228800000,12200 Oxford Dr,La Mirada,CA,90638-1638,12200 Oxford Dr,La Mirada,CA,90638-1638,(562) 902-1779,,,Andrea Taylor,,33.918623,-117.997731,,LM.office@heights.net,kbeckert@heights.net,,,-117.997731,33.918623,739a1a71-784f-4d47-81f1-787939263b4a,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,33671996976963,33671996976963,,Riverside,Perris Elementary,ST JAMES CATHOLIC SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,250 West Third St,Perris,CA,92570-2005,250 West Third St,Perris,CA,92570-2005,(951) 657-5226,,,Tom Strickland,,33.783422,-117.231369,,tstrickland@sbdiocese.org,tstrickland@sbdiocese.org,,,-117.231369,33.783422,8ecddeda-33f6-4990-8d11-80064cb5ce2c,,,,Yes,Yes,,,,,,,,,,,,,,Private,,ST JAMES CATHOLIC SCHOOL,,,"TK,K,1,2,3,4,5,6",,,No,,,Yes,http://stjamescs.com/wordpress1/wp-content/uploads/2021/02/CSP-st-James-school.pdf,Elementary,Distance Learning Only,,,1615239706624.0,scourvoisier@sbdiocese.org,No,,Yes,1616097600000.0,,,,
1125,33752006153746,33752006153746,,Riverside,Murrieta Valley Unified,PROMISE CHRISTIAN SCHOOL,Active,1502348400000,,N,,,,Elementary School (Private),K,3,,,N,N,,1609315200000,25664 Madison Ave,Murrieta,CA,92562-9016,25664 Madison Ave,Murrieta,CA,92562-9016,(951) 600-8201,,,Ron Holliday,,33.547686,-117.185978,,office@promise.family,ron@promise.family,,,-117.185978,33.547686,66707306-3e91-47f3-b1fc-bcbbe3dfc394,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,TK K 1 3,,Yes,Yes,Elementary,,Yes,"community care licensing 
www.cdss.ca.gov",Elementary,In-Person,,,1614208560368.0,tricia@promise.family,,,,,,,,
1126,19647336132708,19647336132708,,Los Angeles,Los Angeles Unified,PACIFIC LUTHERAN JR/SR HIGH SCHOOL,Active,1152774000000,,N,,,,High Schools (Private),6,12,,,N,N,,1609228800000,1473 West 182nd St,Gardena,CA,90248-3948,1473 West 182nd St,Gardena,CA,90248-3948,(310) 538-6863,,,Lucas Fitzgerald,,33.865979,-118.301857,,lfitzgerald@paclutheran.com,lfitzgerald@paclutheran.com,,,-118.301857,33.865979,e5a531cd-a7ad-4403-81bb-1125dc9b07bc,,,,Yes,Yes,,,,,,,,,,,,,,Private,,PACIFIC LUTHERAN JR/SR HIGH SCHOOL,,,"6,7,8,9,10,11,12",,,,,,Yes,pacificlutheranhigh.com,"Middle,High",,Distance Learning Only,Distance Learning Only,1615216842373.0,lfitzgerald@paclutheran.com,Yes,1616011200000.0,,,Yes,1616011200000.0,Yes,1616011200000.0
1127,19647336159578,19647336159578,,Los Angeles,Los Angeles Unified,TEACH-LOVE-CONNECT CHRISTIAN ACADEMY,Active,1575360000000,,N,,,,Elementary School (Private),K,2,,,N,N,,1608364800000,26347 Western Ave,Lomita,CA,90717-3519,26347 Western Ave,Lomita,CA,90717-3519,(310) 784-1374,,,Cherie Monahan,,33.782275,-118.31026,,teachloveconnectcs@gmail.com,farecher@gmail.com,,,-118.31026,33.782275,bf41520c-36dc-4ae1-8120-8ae0663e9ac4,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,19647336983373,19647336983373,,Los Angeles,Los Angeles Unified,KADIMA DAY SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,7011 Shoup Ave,West Hills,CA,91307-2335,7011 Shoup Ave,West Hills,CA,91307-2335,(818) 346-0849,,,Steven Lorch,,34.197688,-118.615979,,slorch@kadimadayschool.org,slorch@kadimadayschool.org,,,-118.615979,34.197688,b852086c-4a4f-4a1d-9745-d19cb93523b9,,,,Yes,Yes,,,,,,,,,,,,,,Private,,KADIMA DAY SCHOOL,,,"K,1,2,3,4,5,6,7,8",,,,,,Yes,https://www.kadimadayschool.org/covid19-response,"Elementary,Middle",In-Person,Hybrid,,1615220204156.0,slorch@kadimadayschool.org,,,,,,,,
1129,19647336964779,19647336964779,,Los Angeles,Los Angeles Unified,SANTA TERESITA ELEMENTARY,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,2646 Zonal Ave,Los Angeles,CA,90033-1436,2646 Zonal Ave,Los Angeles,CA,90033-1436,(323) 221-1129,,,Vernice Grajeda,,34.057135,-118.197334,,office@santateresitaschool.org,vgrajeda@la-archdiocese.org,,,-118.197334,34.057135,875b980a-65fb-424d-b5b9-74f3e206ec5a,,,,Yes,Yes,,,,,,,,,,,,,,Private,,SANTA TERESITA ELEMENTARY,,,"K,1,2,3,4,5,6,7,8",,,No,,,No,,"Elementary,Middle",Distance Learning Only,Distance Learning Only,,1615222408085.0,vgrajeda@la-archdiocese.org,No,,No,,No,,,
1130,19647336159669,19647336159669,,Los Angeles,Los Angeles Unified,INTERNATIONAL CHILDREN'S ACADEMY,Active,1579680000000,,N,,,,Elementary School (Private),K,6,,,N,N,,1579939200000,1046 S Robertson Blvd,Los Angeles,CA,90035-1505,1046 S Robertson Blvd,Los Angeles,CA,90035-1505,(310) 657-6798,,,Ian McFeat,,34.057821,-118.383333,,info@icabh.org,i.mcfeat@icabh.org,,,-118.383333,34.057821,0456a5ed-9d02-413a-818b-4711a4201925,,,,Yes,Yes,,,,,,,,,,,,,,Private,,INTERNATIONAL CHILDRENS ACADEMY,,,"TK,K,1,2,3,4,5,6",,Yes,,,,Yes,https://www.icabh.org/news,Elementary,In-Person,,,1615324256956.0,ianmcfeatica@gmail.com,,,,,,,,
1131,15101576147383,15101576147383,,Kern,Kern County Office of Education,NIGRITIAN ACADEMY,Active,1398927600000,,N,,,,K-12 Schools (Private),K,12,,,N,N,,1609228800000,2600 La Costa Ct,Bakersfield,CA,93306-1816,1436 Crestmont Dr #60223,Bakersfield,CA,93386,(661) 748-3278,,,Christina Lee,,35.396904,-118.94103,,admin@nigritianacademy.com,admin@nigritianacademy.com,,,-118.94103,35.396904,4e0bb8d9-975c-4454-896d-e6d8addc7575,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,30666216965354,30666216965354,,Orange,Orange Unified,ST NORBERT CATHOLIC SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,300 East Taft Ave,Orange,CA,92865-4330,300 East Taft Ave,Orange,CA,92865-4330,(714) 637-6822,,,Joseph Ciccoianni,,33.814501,-117.851682,,jciccoianni@saintnorbertschool.org,jciccoianni@saintnorbertschool.org,,,-117.851682,33.814501,7c4ead2d-c132-4244-86af-a82298713abd,,,,Yes,Yes,,,,,,,,,,,,,,Private,,ST NORBERT CATHOLIC SCHOOL,,,"TK,K,1,2,3,4,5,6,7,8",,,,,,Yes,https://drive.google.com/file/d/1Ggt_Tro9-d96Bo7jALfyUAhiav4ZA6Dh/view,"Elementary,Middle",In-Person,In-Person,,1615231343024.0,jciccoianni@saintnorbertschool.org,,,,,,,,
1133,19647336201958,19647336201958,,Los Angeles,Los Angeles Unified,INTERNATIONAL SCHOOL OF LOS ANGELES–WV,Active,1092294000000,,N,,,,Elementary School (Private),K,5,,,N,N,,1609228800000,5933 Lindley Ave,Tarzana,CA,91356-1723,5933 Lindley Ave,Tarzana,CA,91356-1723,(818) 345-0155,,,Sonia Gmar,,34.178322,-118.528812,,sonia.gmar@lilaschool.com,sonia.gmar@lilaschool.com,,,-118.528812,34.178322,fd92f8b1-29be-4e91-8f8d-c21e3ef81eb5,,,,Yes,Yes,,,,,,,,,,,,,,Private,,INTERNATIONAL SCHOOL OF LOS ANGELES�WV,,,"K,1,2,3,4,5",,,,,,Yes,https://www.internationalschool.la/coronavirus-school-response-reopening/,Elementary,In-Person,,,1615220168523.0,sonia.gmar@lilaschool.com,,,,,,,,
1134,30736356154835,30736356154835,,Orange,Saddleback Valley Unified,THE GENEVA SCHOOL,Active,1530082800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1605168000000,24301 El Toro Rd,Laguna Woods,CA,92637-2738,24301 El Toro Rd,Laguna Woods,CA,92637-2738,(949) 377-1616,,,Susan Haffely,,33.609837,-117.733522,,gina@genevaschooloc.org,sue@genevaschooloc.org,,,-117.733522,33.609837,0453acde-4d56-4bbb-b960-55b947e08587,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,"K,1,2,3,4,5,6,7,8",,Yes,,,,Yes,https://genevaschooloc.org/covid-19,"Elementary,Middle",In-Person,In-Person,,1615573745852.0,gina@genevaschooloc.org,,,,,,,,
1135,31667876133342,31667876133342,,Placer,Auburn Union Elementary,LEGACY CHRISTIAN SCHOOL AT CROSSROADS CHURCH,Active,1186038000000,,N,,,,K-12 Schools (Private),K,5,,,N,N,,1609315200000,1101 Auburn Ravine Rd,Auburn,CA,95603-3603,1101 Auburn Ravine Rd,Auburn,CA,95603-3603,(530) 537-2401,,,Greg Friesen,,38.916828,-121.070415,,info@legacyschoolauburn.com,greg@legacyschoolauburn.com,,,-121.070415,38.916828,e3532ef2-9887-4a28-ab35-e2e579396d37,,,,Yes,No,,,,,,,,,,,,,,Private,,LEGACY CHRISTIAN SCHOOL AT CROSSROADS CHURCH,,,"K,1,2,3,4,5",,,,,,Yes,https://legacyschoolauburn.com,Elementary,In-Person,,,1615225690386.0,christina@legacyschoolauburn.com,,,,,,,,
1136,30666210133082,30666210133082,,Orange,Orange Unified,ECE 4 AUTISM,Active,1441177200000,,N,,,Nonpublic Nonsectarian Certified School,K-12 Schools (Private),K,12,,,N,N,,1609228800000,2000 E Ivy Hill Ln,Orange,CA,92867-1701,2000 E Ivy Hill Ln,Orange,CA,92867-1701,(714) 637-1489,,(714) 637-2584,ziba Farzaneh,,33.835448,-117.833334,,noosh@ece4autism.com,ziba@ece4autism.com,www.ece4autism.com,,-117.833334,33.835448,51301a7a-75bd-48e7-a382-56c3864f39ec,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,19647336138846,19647336138846,,Los Angeles,Los Angeles Unified,SUNNYSIDE PRESCHOOL INC,Active,1262678400000,,N,,,,Kindergartens (Private),K,K,,,N,N,,1570086000000,3646 Coldwater Canyon Ave,Studio City,CA,91604-4062,3646 Coldwater Canyon Ave,Studio City,CA,91604-4062,(818) 763-7476,,,Sarah Thomas,,34.137083,-118.412153,,sarah@sunnyside-preschool.com,sarah@sunnyside-preschool.com,,,-118.412153,34.137083,a786be20-6bfc-45b9-893e-45187be22909,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,19648816982805,19648816982805,,Los Angeles,Pasadena Unified,SAINT MARK'S SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,6,,,N,N,,1603090800000,1050 E Altadena Dr,Altadena,CA,91001-2041,1050 E Altadena Dr,Altadena,CA,91001-2041,(626) 798-8858,,,Ann Grimmett,,34.189991,-118.129321,,jennifert@saint-marks.org,jennifert@saint-marks.org,,,-118.129321,34.189991,1e241726-5d9c-459c-ab41-6d6ed6872732,,,,Yes,Yes,,,,,,,,,,,,,,Private,,SAINT MARKS SCHOOL,,,"K,1,2,3,4,5,6",,No,No,,,Yes,"https://drive.google.com/file/d/1qCg442wvzfIbe6DAFaHSgTgExavhSqbs/view
https://drive.google.com/file/d/1QP0pIvU_aSsf_CAQEPaHn2dVHpNCTCrT/view",Elementary,Hybrid,,,1615253161686.0,danw@saint-marks.org,,,,,,,,
1139,19647336963763,19647336963763,,Los Angeles,Los Angeles Unified,ST EUPHRASIA SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,17637 Mayerling St,Granada Hills,CA,91344-2120,17637 Mayerling St,Granada Hills,CA,91344-2120,(818) 363-5515,,,Jean Ornelaz,,34.284048,-118.517052,,jornelaz@stemail.org,JOrnelaz@stemail.org,,,-118.517052,34.284048,0fc5ddbf-ecbc-4d69-9705-7093d4c6340e,,,,Yes,Yes,,,,,,,,,,,,,,Private,,ST EUPHRASIA SCHOOL,,,"TK,K,1,2,3,4,5,6,7,8",,,Yes,Elementary,,Yes,https://steuphrasiaschool.org/school-reopening/,"Elementary,Middle",Hybrid,Distance Learning Only,,1615222403853.0,JOrnelaz@stemail.org,Yes,1616443200000.0,,,Yes,1616443200000.0,,
1140,19647337098726,19647337098726,,Los Angeles,Los Angeles Unified,LE LYCEE FRANCAIS DE LOS ANGELES-ELEMENTARY AND MIDDLE,Active,331282800000,,N,,,,K-12 Schools (Private),2,8,,,N,N,,1603782000000,3261 Overland Ave,Los Angeles,CA,90034-3589,3261 Overland Ave,Los Angeles,CA,90034-3589,(310) 836-3464,,,Josette Cole,,34.027642,-118.414035,,cole@lyceela.org,cole@lyceela.org,,,-118.414035,34.027642,61819703-7466-408b-a519-cb1de3aca832,,,,Yes,Yes,,,,,,,,,,,,,,Private,,LE LYCEE FRANCAIS DE LOS ANGELES-ELEMENTARY AND MIDDLE,,,2 3 4 5 6,,Yes,Yes,Elementary,,Yes,www.lyceela.org,Elementary Middle,Hybrid,Hybrid,,1614022121050.0,president@lyceela.org,,,,,,,,
1141,9618386204622,09618386204622,,El Dorado,Buckeye Union Elementary,HOLY TRINITY SCHOOL,Active,1092294000000,,N,,,,Elementary School (Private),K,8,,,N,N,,1589871600000,3115 Tierra de Dios Dr,El Dorado Hills,CA,95762-8008,3115 Tierra de Dios Dr,El Dorado Hills,CA,95762-8008,(530) 677-3591,,,Michelle Heuerman,,38.657954,-121.020552,,kdominique@holytrinityparish.org,Mheuerman@holytrinityparish.org,,,-121.020552,38.657954,317aae5e-3c2f-487a-a4af-1e2bfacd0646,,,,Yes,Yes,,,,,,,,,,,,,,Private,,HOLY TRINITY SCHOOL,,,"TK,K,1,2,3,4,5,6,7,8",,,,,,Yes,www.scd.org/2021schools,Elementary,In-Person,,,1615228857480.0,smaciel@scd.org,,,,,,,,
1142,19647336135537,19647336135537,,Los Angeles,Los Angeles Unified,ST ANNE'S ACADEMY,Active,1240902000000,,N,,,,K-12 Schools (Private),K,12,,,N,N,,1609315200000,3391 Los Nogales Rd,Simi Valley,CA,93063-1102,3391 Los Nogales Rd,Simi Valley,CA,93063-1102,(805) 285-0182,,,Elizabeth Carreon,,34.297042,-118.715222,,St.AnnesAcademy@outlook.com,St.annesacademy@outlook.com,,,-118.715222,34.297042,8e2351ab-6d4e-4ea3-9763-a80f14fc5b1b,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,19647336157846,19647336157846,,Los Angeles,Los Angeles Unified,HAYKAZUNYADZ CHILD CARE CENTER INC,Active,1552374000000,,N,,,,Elementary School (Private),K,1,,,N,N,,1609228800000,7745 W Apperson St,Tujunga,CA,91042-2110,7745 W Apperson St,Tujunga,CA,91042-2110,(818) 875-4656,,,Satenik Tergrigoryan,,34.256018,-118.301845,,haykazunyadzchildcare@gmail.com,tergrigoryansatenik@gmail.com,,,-118.301845,34.256018,0c2639ac-7003-4e08-be63-77c6c27f151f,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,9618386904163,09618386904163,,El Dorado,Buckeye Union Elementary,PROVIDENCE CHRISTIAN SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,9,,,N,N,,1609228800000,3800 North Shingle Rd,Shingle Springs,CA,95682-9495,3800 North Shingle Rd,Shingle Springs,CA,95682-9495,(530) 672-6657,,,Gail Gilbertson,,38.66501,-120.933403,,admin@providence-christian.org,admin@providence-christian.org,,,-120.933403,38.66501,2b90a286-c3f1-4716-b805-85c3d0a2c970,,,,Yes,Yes,,,,,,,,,,,,,,Private,,PROVIDENCE CHRISTIAN SCHOOL,,,"K,1,2,3,4,5,6,7,8,9",,,,,,Yes,https://providence-christian.org/wp-content/uploads/2021/02/2020-21_HealthMeasures.pdf,"Elementary,Middle,High",In-Person,In-Person,In-Person,1615224106654.0,admin@providence-christian.org,,,,,,,,
1145,19647337081797,19647337081797,,Los Angeles,Los Angeles Unified,INTERNATIONAL SCHOOL OF LOS ANGELES-LF,Active,331282800000,,N,,,,Elementary School (Private),K,5,,,N,N,,1609228800000,4155 Russell Ave,Los Angeles,CA,90027-4509,4155 Russell Ave,Los Angeles,CA,90027-4509,(323) 665-4526,,,Nordine Bouriche,,34.104534,-118.279716,,nordine.bouriche@lilaschool.com,nordine.bouriche@lilaschool.com,,,-118.279716,34.104534,fc01fd48-a85b-4f82-a6a5-05b7f692a839,,,,Yes,Yes,,,,,,,,,,,,,,Private,,INTERNATIONAL SCHOOL OF LOS ANGELES-LF,,,"K,1,2,3,4,5",,Yes,,,,Yes,https://www.internationalschool.la/coronavirus-school-response-reopening/,Elementary,In-Person,,,1615316729243.0,nordine.bouriche@lilaschool.com,,,,,,,,
1146,19645766963714,19645766963714,,Los Angeles,Glendora Unified,ST DOROTHY ELEMENTARY SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,215 South Valley Ctr,Glendora,CA,91741-3854,215 South Valley Ctr,Glendora,CA,91741-3854,(626) 335-0772,,,Adrienne Ferguson,,34.133652,-117.839114,,info@stdorothyschool.com,aferguson@stdorothyschool.com,,,-117.839114,34.133652,76016cb1-b114-4cd2-9bfa-eb816d08889f,,,,Yes,Yes,,,,,,,,,,,,,,Private,,ST DOROTHY ELEMENTARY SCHOOL,,,"TK,K,1,2,3,4,5,6,7,8",,,Yes,Elementary,,Yes,https://sites.google.com/stdorothy.org/stdorothycatholicschool/returning-2020-21,"Elementary,Middle",In-Person,Distance Learning Only,,1615225114887.0,kjasso@stdorothy.org,No,,,,Yes,1615838400000.0,,
1147,30736506158422,30736506158422,,Orange,Irvine Unified,THE CHILDREN'S SCHOOL,Active,1561446000000,,N,,,Nonpublic Nonsectarian Certified School,Elementary School (Private),3,8,,,N,N,,1604908800000,3400 Michelson #200,Irvine,CA,92612-1618,3400 Michelson Dr Ste 200,Irvine,CA,92612,(949) 812-6222,,,Rose Holland,,33.670182,-117.834878,,rose@thechildrensschool.net,rose@thechildrensschool.net,,,-117.834878,33.670182,a57af920-6398-43b6-a97c-24d496c2c4b9,,,,Yes,Yes,,,,,,,,,,,,,,Private,,THE CHILDRENS SCHOOL,,,"3,4,5,6,7,8",,,,,,Yes,https://www.thechildrensschool.net/covid,"Elementary,Middle",In-Person,In-Person,,1615221815120.0,erica@thechildrensschool.net,,,,,,,,
1148,19647337085780,19647337085780,,Los Angeles,Los Angeles Unified,SHALHEVET,Active,331282800000,,N,,,,K-12 Schools (Private),9,12,,,N,N,,1609228800000,910 South Fairfax Ave,Los Angeles,CA,90036-4419,910 South Fairfax Ave,Los Angeles,CA,90036-4419,(323) 930-9333,,,Sarah Emerson,,34.059087,-118.363244,,l.einalhori@shalhevet.org,s.emerson@shalhevet.org,,,-118.363244,34.059087,4e148d0c-4cfc-45b5-8db5-ea9a1bd2589b,,,,Yes,Yes,,,,,,,,,,,,,,Private,,SHALHEVET,,,9 10 11 12,,No,Yes,High,,No,,High,,,Distance Learning Only,1614118319374.0,s.emerson@shalhevet.org,,,,,,,,
1149,27661426974687,27661426974687,,Monterey,Salinas City Elementary,MADONNA DEL SASSO SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1603090800000,20 Santa Teresa Way,Salinas,CA,93906-3707,20 Santa Teresa Way,Salinas,CA,93906-3707,(831) 424-7813,,,James Evans,,36.695841,-121.64564,,achaidez@mdsschool.com,jevans@mdsschool.com,,,-121.64564,36.695841,28d106d1-dd7e-4848-8a56-f663966c4813,,,,Yes,Yes,,,,,,,,,,,,,,Private,,MADONNA DEL SASSO SCHOOL,,,"TK,K,1,2,3,4,5,6,7,8",,,,,,Yes,http://www.mdsschool.com/editoruploads/files/Madonna_del_Sasso_School_COVID-19_Saftey_Plan_-_1-25-2021.pdf,"Elementary,Middle",In-Person,Distance Learning Only,,1615223177792.0,jevans@mdsschool.com,No,,,,No,,,
1150,19647336968002,19647336968002,,Los Angeles,Los Angeles Unified,LAUREL HALL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1604649600000,11919 Oxnard St,North Hollywood,CA,91606-3320,11919 Oxnard St,North Hollywood,CA,91606-3320,(818) 763-5434,,,Jay Guidetti,,34.180381,-118.392857,,bhitchcock@laurelhall.com,jguidetti@laurelhall.com,,,-118.392857,34.180381,07881561-a0ea-49b0-b544-e24da95a315b,,,,Yes,Yes,,,,,,,,,,,,,,Private,,LAUREL HALL,,,K 1 2 3 4 5 6 7 8,,No,No,,,No,,Elementary Middle,Distance Learning Only,Distance Learning Only,,1611772346508.0,,,,,,,,,
1151,10622656204184,10622656204184,,Fresno,Kings Canyon Joint Unified,SEQUOIA CHRISTIAN SCHOOL,Active,1092294000000,,N,,,,K-12 Schools (Private),1,10,,,N,N,,1603090800000,30506 George Smith Rd,Squaw Valley,CA,93675-9635,30506 George Smith Rd,Squaw Valley,CA,93675-9635,(559) 332-2200,,,Kevin Volkov,,36.730777,-119.2584,,kevmarvolkov@emypeople.net,kevmarvolkov@emypeople.net,,,-119.2584,36.730777,054a045f-337b-40a8-b22d-6da18bff6d8c,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,30665976973465,30665976973465,,Orange,Newport-Mesa Unified,HARBOR DAY SCHOOL,Active,331282800000,,N,,,,Elementary School (Private),K,8,,,N,N,,1609228800000,3443 Pacific View Dr,Corona del Mar,CA,92618,3443 Pacific View Dr,Corona del Mar,CA,92618,(949) 640-1410,,,Angi Evans,,33.608054,-117.85681,,cbarbour@harborday.org,cbarbour@harborday.org,,,-117.85681,33.608054,27ea20dc-cae8-4fcb-990f-dd950fe66de3,,,,Yes,Yes,,,,,,,,,,,,,,Private,,HARBOR DAY SCHOOL,,,"K,1,2,3,4,5,6,7,8",,,,,,Yes,https://bbk12e1-cdn.myschoolcdn.com/ftpimages/306/misc/misc_194885.pdf,"Elementary,Middle",In-Person,In-Person,,1615220401379.0,cbarbour@harborday.org,,,,,,,,
1153,30666477080211,30666477080211,,Orange,Placentia-Yorba Linda Unified,INTEGRITY CHRISTIAN SCHOOL,Active,331282800000,,N,,,,K-12 Schools (Private),1,12,,,N,N,,1603090800000,4905 East La Palma Ave,Anaheim,CA,92807-1915,4905 East La Palma Ave,Anaheim,CA,92807-1915,(877) 427-4905,,,Rachel Kitada,,33.860268,-117.810574,,integrity@ccanaheim.com,integrity@ccanaheim.com,,,-117.810574,33.860268,5a791dff-8945-4ef7-93a0-49cb6eb231d5,,,,Yes,Yes,,,,,,,,,,,,,,Private,,INTEGRITY CHRISTIAN SCHOOL,,,1 2 3 4 5 6 7 8 9 10 11 12,,No,Yes,Elementary Middle High,,Yes,https://integrity-school.com/cov,Elementary Middle High,Hybrid,Hybrid,Hybrid,1611772346508.0,integrity@ccanaheim.com,,,,,,,,
1154,19647336143564,19647336143564,,Los Angeles,Los Angeles Unified,INTERNATIONAL SCHOOL OF LOS ANGELES-BB,Active,1339052400000,,N,,,,K-12 Schools (Private),6,12,,,N,N,,1609228800000,1105 West Riverside Dr,Burbank,CA,91506-3214,1105 West Riverside Dr,Burbank,CA,91506-3214,(818) 900-1895,,,Anneli Harvey,,34.159779,-118.313148,,anneli.harvey@lilaschool.com,anneli.harvey@lilaschool.com,,,-118.313148,34.159779,352b3ed8-7d88-4b6d-8429-615f576ee841,,,,Yes,Yes,,,,,,,,,,,,,,Private,,INTERNATIONAL SCHOOL OF LOS ANGELES-BB,,,6 7 8 9 10 11 12,,Yes,Yes,Elementary Middle High,,Yes,https://www.internationalschool.la/coronavirus-school-response-reopening/,Elementary Middle High,In-Person,Distance Learning Only,Distance Learning Only,1614019937939.0,anneli.harvey@lilaschool.com,,,,,,,,
