ObjectId,CDSCode,FederalDistrictID,FederalSchoolID,FederalCharterDistrictID,County,District,School,Charter,CharterNumber,LowGrade,HighGrade,LLMFunding,GlobalID,elementary_eligibility,esser_1_fund,esser_2_fund,mid_high_eligibility,lea,school_district,school_code,school_name,latitude,longitude,grades,operational_status,is_cohort,cohort_grades,is_reopening,near_term_opening_date,barrier_inperson_other,barrier_notes,cohort_services,is_safety_plan,reopening_plan,email_address,school_tot_students,school_inperson,school_distance,school_hybrid,school_cohorts,school_employees,school_employees_onsite,CreationDate,Creator,EditDate,Editor,reopening_date,barrier_inperson,school_district_concat,elem_grade,secondary_grade,summer_offering,summer_offering_all_students,learning_acceleration,academic_intervention,targeted_intervention,enrichment,mental_health_services,wellness_services,extending_20_21,extending_21_22,other_summer_offering,fall_offering,reason_no_summer_offering,other_summer_explain,learning_acceleration_count,academic_intervention_count,targeted_intervention_count,enrichment_count,mental_health_services_count,wellness_services_count,summer_offering_partner,date_fall_instruction
502,19647330137471,19647330137471,14225,,Los Angeles,Los Angeles Unified,HIGH TECH LA MIDDLE,Y,1929,6,8,103875.0,96ca2172-a715-4f41-bdeb-e4ed42442276,Yes,29902.0,121370.0,Yes,Charter,Los Angeles Unified,19647330137471,HIGH TECH LA MIDDLE,34.169504,-118.451231,,Distance Learning Only,Yes,,,1620068400000.0,,,Disabilities FosterCare Homeless EnglishLearners LowIncome TechnologyAccess Disengaged RiskOfDroppingOut FailingGrades SocialMentalHealthSupport,Yes,https://www.htla-ms.org/s/HTLA-MS-COVID-19-Safety-Plan.pdf,ms.garber@htla-ms.org,207.0,0.0,112.0,95.0,95.0,15.0,15.0,,,,,1620068400000.0,We are offering in person instruction to the greatest extent possible given the LAUSD guidelines on distancing and cohort size.  Students come to school for hybrid learning.,HIGH TECH LA MIDDLE - Los Angeles Unified,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,,,,,,,,
503,19753090137786,19753090137786,14230,,Los Angeles,Acton-Agua Dulce Unified,MISSION ACADEMY,Y,1972,6,12,88162.0,b7dd9dad-8351-42e1-b84e-eb7e4210262f,Yes,0.0,118163.0,Yes,Charter,Acton-Agua Dulce Unified,19753090137786,MISSION ACADEMY,34.472904,-118.196687,,,,,,,,,,,,jyezarski-unis@sdmissionacademy.org,360.0,,,,,,,,,,,,,MISSION ACADEMY - Acton-Agua Dulce Unified,No,Yes,Yes,Yes,No,No,No,No,No,No,,No,No,No,,,,,,,,,,1641236400000.0
504,19734370137893,19734370137893,14242,,Los Angeles,Compton Unified,KIPP COMPTON COMMUNITY,Y,1996,K,8,239982.0,6c2d9005-8380-4cab-9c95-fd4facba7a9f,Yes,84821.0,344280.0,Yes,Charter,Compton Unified,19734370137893,KIPP COMPTON COMMUNITY,33.911229,-118.270067,,Hybrid,,,,,,,,Yes,www.kippsocal.org/compton/compliance,rmorgan@kippsocal.org,332.0,0.0,136.0,196.0,,36.0,36.0,,,,,1618945200000.0,,KIPP COMPTON COMMUNITY - Compton Unified,Yes,No,No,,,,,,,,,,,,The summer school program offered by KIPP SoCal in partnership with Cadence Learning was made available to students completing 3rd grade through 7th grade at 18 of our schools.,,,,,,,,,
505,19734370137240,19734370137240,14249,,Los Angeles,Compton Unified,INGENIUM CLARION CHARTER MIDDLE,Y,1952,6,8,172430.0,dbb71b20-8ec6-42ab-a3c1-ecac7de0f7e1,Yes,48167.0,195506.0,Yes,Charter,Compton Unified,19734370137240,INGENIUM CLARION CHARTER MIDDLE,33.911229,-118.270067,,,,,,,,,,,,nsimonton@ingeniumschools.org,154.0,,,,,,,,,,,,,INGENIUM CLARION CHARTER MIDDLE - Compton Unified,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,,No,No,Yes,,,18.0,,18.0,18.0,,18.0,,1629313200000.0
506,19647330137562,19647330137562,14253,,Los Angeles,Los Angeles Unified,MATRIX FOR SUCCESS ACADEMY,Y,1961,9,12,30936.0,c7e54a90-d699-4d9b-87c9-148540e6eb2d,Yes,30656.0,121652.0,Yes,Charter,Los Angeles Unified,19647330137562,MATRIX FOR SUCCESS ACADEMY,34.012475,-118.25769,,,,,,,,,,,,mwoelke@matrix4success.org,147.0,,,,,,,,,,,,,MATRIX FOR SUCCESS ACADEMY - Los Angeles Unified,No,Yes,No,,,,,,,,,No,,No,"We are a 2 track high school, and will be opening for the 2021-22 school year on July 6, 2021",,,,,,,,No,
507,19753090137703,19753090137703,14259,,Los Angeles,Acton-Agua Dulce Unified,METHOD SCHOOLS LA,Y,1697,K,12,207460.0,791fe3bf-3897-48d6-88cb-8814909de723,Yes,0.0,134606.0,Yes,Charter,Acton-Agua Dulce Unified,19753090137703,METHOD SCHOOLS LA,33.561275,-117.209138,,,,,,,,,,,,yrios@methodschools.org,38.0,,,,,,,,,,,,,METHOD SCHOOLS LA - Acton-Agua Dulce Unified,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,No,No,Yes,,,,,,,,,,1629140400000.0
508,19734370137984,19734370137984,14269,,Los Angeles,Compton Unified,ANIMO COMPTON CHARTER,Y,1990,6,12,210242.0,d74e3194-98e4-4318-9945-c44dc4fb1066,Yes,75324.0,305733.0,Yes,Charter,Compton Unified,19734370137984,ANIMO COMPTON CHARTER,33.911229,-118.270067,,,,,,,,,,,,thelma.rodriguez@greendot.org,216.0,,,,,,,,,,,,,ANIMO COMPTON CHARTER - Compton Unified,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,No,No,Yes,,,,57.0,0.0,100.0,216.0,140.0,,1628708400000.0
509,19647330137513,19647330137513,14271,,Los Angeles,Los Angeles Unified,LEARNING BY DESIGN CHARTER,Y,1959,K,5,139892.0,7636b134-25ed-4b2b-b60e-607b6f888c06,Yes,9152.0,162085.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEARNING BY DESIGN CHARTER - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
510,19647330137463,19647330137463,14296,,Los Angeles,Los Angeles Unified,LOS FELIZ CHARTER MIDDLE SCHOOL FOR THE ARTS,Y,1960,6,8,68098.0,e55f38d1-284f-4046-94ad-1bc355fe79de,Yes,14595.0,59239.0,Yes,Charter,Los Angeles Unified,19647330137463,LOS FELIZ CHARTER MIDDLE SCHOOL FOR THE ARTS,34.110706,-118.245258,,,,,,,,,,,,linda@losfelizarts.org,142.0,,,,,,,,,,,,,LOS FELIZ CHARTER MIDDLE SCHOOL FOR THE ARTS - Los Angeles Unified,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,No,No,Yes,,,,50.0,50.0,50.0,10.0,20.0,,1629140400000.0
511,19753090138297,19753090138297,14324,,Los Angeles,Acton-Agua Dulce Unified,ILEAD AGUA DULCE,Y,2003,K,12,126785.0,f4eca870-1dc5-4928-b601-0d0a22e942b5,Yes,16900.0,68594.0,Yes,Charter,Acton-Agua Dulce Unified,19753090138297,ILEAD AGUA DULCE,34.487679,-118.332478,,,,,,,,,,,,kim.lytle@ileadschools.org,277.0,,,,,,,,,,,,,ILEAD AGUA DULCE - Acton-Agua Dulce Unified,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,,No,No,Yes,,,,,,125.0,,125.0,,1629831600000.0
512,19648810136945,19648810136945,14352,,Los Angeles,Pasadena Unified,OCS - SOUTH,Y,1921,K,8,100709.0,3e4a5b96-6eae-4e77-90e8-7d20888d6274,Yes,17667.0,71710.0,Yes,Charter,Pasadena Unified,19648810136945,OCS - SOUTH,34.170745,-118.161684,,Hybrid,,,,,,,,Yes,https://odysseycharterschool.org/covid19-updates/,laureno@ocsmail.org,255.0,0.0,75.0,180.0,,36.0,30.0,,,,,1616432400000.0,,OCS - SOUTH - Pasadena Unified,Yes,No,No,,,,,,,,,,,,"Concentrating resources and action plan for learning acceleration in the fall.  Additionally, difficulty in staffing to meet fidelity of educational program.",,,,,,,,,
513,19101990138669,19101990138669,14355,,Los Angeles,Los Angeles County Office of Education,DA VINCI RISE HIGH,Y,2017,9,12,23412.0,cf52ffb5-44cd-44fa-a1fa-78fc4f1fd96a,Yes,44262.0,179658.0,Yes,Charter,Los Angeles County Office of Education,19101990138669,DA VINCI RISE HIGH,33.917773,-118.383986,,,,,,,,,,,,ewhalen@davincischools.org,219.0,,,,,,,,,,,,,DA VINCI RISE HIGH - Los Angeles County Office of Education,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,Yes,,,65.0,65.0,45.0,40.0,30.0,,,1628535600000.0
514,19101990139170,19101990139170,14405,,Los Angeles,Los Angeles County Office of Education,LASHON ACADEMY CITY,Y,2029,K,6,34440.0,8afbdb79-bf33-4394-a182-7207c6a96278,Yes,0.0,0.0,Yes,Charter,Los Angeles County Office of Education,19101990139170,LASHON ACADEMY CITY,34.02663,-118.324179,,In-Person,,,,,,,,Yes,https://lashonacademy.org/wp-content/uploads/2021/03/COVID-19-Prevention-Plan-Lashon-Academy.pdf,sgarcia@lashonacademy.org,21.0,11.0,10.0,0.0,,5.0,5.0,,,,,,,LASHON ACADEMY CITY - Los Angeles County Office of Education,Yes,No,No,,,,,,,,,,,,,,,,,,,,,
515,19647330139071,19647330139071,14410,,Los Angeles,Los Angeles Unified,KIPP PUEBLO UNIDO,Y,2041,K,6,111738.0,b416cbb9-30d8-46f8-9a66-05b71995151b,Yes,89269.0,362334.0,Yes,Charter,Los Angeles Unified,19647330139071,KIPP PUEBLO UNIDO,33.990858,-118.196418,,Hybrid,,,,,,,,Yes,www.kippsocal.org/pueblo/compliance,rmorgan@kippsocal.org,313.0,0.0,145.0,168.0,,39.0,34.0,,,,,1629140400000.0,,KIPP PUEBLO UNIDO - Los Angeles Unified,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,,,,,,,,,,
516,19647330139121,19647330139121,14430,,Los Angeles,Los Angeles Unified,EQUITAS ACADEMY 5,Y,2040,K,4,124969.0,a2252467-dd33-4d9a-a049-5bb081131459,Yes,29795.0,118237.0,Yes,Charter,Los Angeles Unified,19647330139121,EQUITAS ACADEMY 5,34.048537,-118.27591,,Distance Learning Only,No,,,1631041200000.0,,,,No,,mford@equitasacademy.org,111.0,0.0,111.0,0.0,,20.0,5.0,,,,,,vaccine and testing,EQUITAS ACADEMY 5 - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
517,19647330139055,19647330139055,14434,,Los Angeles,Los Angeles Unified,ACADEMY OF MEDIA ARTS,Y,2038,9,10,23502.0,e5d922bf-ae21-4f21-9f80-542218d5dee8,Yes,18490.0,75048.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACADEMY OF MEDIA ARTS - Los Angeles Unified,No,Yes,,,,,,,,,,,,,,,,,,,,,,
518,19644690139535,19644690139535,14438,,Los Angeles,Duarte Unified,OPTIONS FOR YOUTH - DUARTE INC,Y,2060,7,12,199260.0,19645de8-5787-4b87-881e-6d1d1dd0b0a3,Yes,0.0,489633.0,Yes,Charter,Duarte Unified,19644690139535,OPTIONS FOR YOUTH - DUARTE INC,34.03576,-117.935342,,,,,,,,,,,,sortiz@propelcmg.org,820.0,,,,,,,,,,,,,OPTIONS FOR YOUTH - DUARTE INC - Duarte Unified,No,Yes,No,,,,,,,,,No,,Yes,"Options for Youth Duarte observes a track calendar and will begin the 21/22 school year on July 1, 2021 for all students.",,,,,,,,No,1625166000000.0
519,19647330138883,19647330138883,14441,,Los Angeles,Los Angeles Unified,EQUITAS ACADEMY 6,Y,2030,K,4,,e4e32f2b-7364-494f-8918-d80fa1e8f5fa,Yes,63389.0,257290.0,Yes,Charter,Los Angeles Unified,19647330138883,EQUITAS ACADEMY 6,34.062426,-118.28587,,Distance Learning Only,No,,,1631041200000.0,,,,No,,mford@equitasacademy.org,164.0,0.0,164.0,0.0,,21.0,5.0,,,,,,vaccine and testing,EQUITAS ACADEMY 6 - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
520,19647330139832,19647330139832,14480,,Los Angeles,Los Angeles Unified,CITIZENS OF THE WORLD CHARTER SCHOOL 5,Y,2082,K,8,,2e193e9a-94f9-487a-a866-5ae73641c14c,Yes,16900.0,68594.0,Yes,Charter,Los Angeles Unified,19647330139832,CITIZENS OF THE WORLD CHARTER SCHOOL 5,34.196083,-118.557113,,,,,,,,,,,,kconley@cwclosangeles.org,136.0,,,,,,,,,,,,,CITIZENS OF THE WORLD CHARTER SCHOOL 5 - Los Angeles Unified,Yes,No,Yes,No,No,No,Yes,No,No,No,,No,No,Yes,,,,,1.0,,,,,1629745200000.0
521,19647330140129,19647330140129,14489,,Los Angeles,Los Angeles Unified,EDNOVATE COLLEGE PREP 7,Y,2087,9,9,,75047e53-edde-46ba-914b-5c2b72aa19fd,Yes,31135.0,126375.0,Yes,Charter,Los Angeles Unified,19647330140129,EDNOVATE COLLEGE PREP 7,34.048625,-118.257459,,,,,,,,,,,,mthomsen@ednovate.org,129.0,,,,,,,,,,,,,EDNOVATE COLLEGE PREP 7 - Los Angeles Unified,No,Yes,Yes,No,No,Yes,No,No,No,Yes,,No,No,Yes,,,,17.0,,,,10.0,,1628013600000.0
522,19647330140004,19647330140004,14510,,Los Angeles,Los Angeles Unified,EL RIO COMMUNITY,Y,2080,K,8,,53446902-5bf0-4a7f-85b5-af668db565e2,Yes,9218.0,37415.0,Yes,Charter,Los Angeles Unified,19647330140004,EL RIO COMMUNITY,34.078001,-118.215701,,,,,,,,,,,,Katie.chau@elrioschool.org,125.0,,,,,,,,,,,,,EL RIO COMMUNITY - Los Angeles Unified,Yes,No,Yes,No,No,Yes,No,Yes,No,No,,No,No,Yes,,,,10.0,,60.0,,,,1629831600000.0
523,19647330140111,19647330140111,14511,,Los Angeles,Los Angeles Unified,INVICTUS LEADERSHIP ACADEMY,Y,2088,K,5,,1b3830d8-4cb1-4be2-93b7-6ccfe8353f0f,Yes,27225.0,110506.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVICTUS LEADERSHIP ACADEMY - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
524,19647336058150,19647336058150,3187,,Los Angeles,Los Angeles Unified,ROBERT A MILLIKAN AFFILIATED CHARTER AND PERFORMING ARTS MAGNET MIDDLE,Y,1473,6,8,927375.0,7a4aa46c-cc49-434b-82c2-336159c8d90c,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROBERT A MILLIKAN AFFILIATED CHARTER AND PERFORMING ARTS MAGNET MIDDLE - Los Angeles Unified,No,Yes,,,,,,,,,,,,,,,,,,,,,,
525,19647336018923,19647336018923,3311,,Los Angeles,Los Angeles Unified,RIVERSIDE DRIVE CHARTER,Y,1362,K,5,246225.0,20f80149-734f-4d1a-9a2b-258f2bfe0272,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE DRIVE CHARTER - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
526,19647336019079,19647336019079,3333,,Los Angeles,Los Angeles Unified,SANTA MONICA BOULEVARD COMMUNITY CHARTER,Y,446,K,6,1094854.0,ca351da5-337c-42b2-88e0-32f9177cdf72,Yes,348020.0,1353421.0,Yes,Charter,Los Angeles Unified,19647336019079,SANTA MONICA BOULEVARD COMMUNITY CHARTER,34.089366,-118.315663,,,,,,,,,,,,crabinowitz@fentoncharter.net,847.0,,,,,,,,,,,,,SANTA MONICA BOULEVARD COMMUNITY CHARTER - Los Angeles Unified,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,No,No,Yes,,,200.0,200.0,,200.0,,200.0,,1628622000000.0
527,19647336019392,19647336019392,3381,,Los Angeles,Los Angeles Unified,SUPERIOR STREET ELEMENTARY,Y,1476,K,5,311415.0,fa19a489-e698-46ad-8b01-04304adcfcd5,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPERIOR STREET ELEMENTARY - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
528,19647331938554,19647331938554,3385,,Los Angeles,Los Angeles Unified,SYLMAR CHARTER HIGH,Y,1834,9,12,2041674.0,37551f6a-0cbc-42ae-9bb6-0191f4697c25,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYLMAR CHARTER HIGH - Los Angeles Unified,No,Yes,,,,,,,,,,,,,,,,,,,,,,
529,19647331938612,19647331938612,3387,,Los Angeles,Los Angeles Unified,TAFT CHARTER HIGH,Y,1580,9,12,1963600.0,e2b8fe38-7c80-4173-be05-e0f8e1a360dc,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAFT CHARTER HIGH - Los Angeles Unified,No,Yes,,,,,,,,,,,,,,,,,,,,,,
530,19647336019525,19647336019525,3401,,Los Angeles,Los Angeles Unified,TOPANGA ELEMENTARY CHARTER,Y,230,K,5,110928.0,8c9ad928-cc7e-438f-a1ed-3a78f2b70c29,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOPANGA ELEMENTARY CHARTER - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
531,19647336019533,19647336019533,3402,,Los Angeles,Los Angeles Unified,TOPEKA CHARTER SCHOOL FOR ADVANCED STUDIES,Y,1475,K,5,351334.0,05d0ee6e-5540-4155-accd-c7e81c74a12f,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOPEKA CHARTER SCHOOL FOR ADVANCED STUDIES - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
532,19647331938885,19647331938885,3413,,Los Angeles,Los Angeles Unified,UNIVERSITY HIGH SCHOOL CHARTER,Y,2006,9,12,1556396.0,64296959-00db-438b-bc18-3f5f62fd0129,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY HIGH SCHOOL CHARTER - Los Angeles Unified,No,Yes,,,,,,,,,,,,,,,,,,,,,,
533,19647336019673,19647336019673,3419,,Los Angeles,Los Angeles Unified,VAN GOGH CHARTER,Y,1479,K,5,213241.0,546cbc3a-a55c-42c2-af2c-98dc9f241f1b,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAN GOGH CHARTER - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
534,19647336019715,19647336019715,3426,,Los Angeles,Los Angeles Unified,VAUGHN NEXT CENTURY LEARNING CENTER,Y,16,K,12,3533854.0,c72ef830-c135-4514-b0b6-746535631c6a,Yes,1104871.0,4384840.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAUGHN NEXT CENTURY LEARNING CENTER - Los Angeles Unified,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
535,19647336019855,19647336019855,3448,,Los Angeles,Los Angeles Unified,WELBY WAY CHARTER ELEMENTARY SCHOOL AND GIFTED-HIGH ABILITY MAGNET,Y,1349,K,5,235262.0,6a39711c-7838-4118-8ebf-ac6867952c12,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WELBY WAY CHARTER ELEMENTARY SCHOOL AND GIFTED-HIGH ABILITY MAGNET - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
536,19647336019939,19647336019939,3459,,Los Angeles,Los Angeles Unified,WESTWOOD CHARTER ELEMENTARY,Y,31,K,5,272285.0,4353c746-1830-495b-9a74-f2804cc367e9,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTWOOD CHARTER ELEMENTARY - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
537,19647336019954,19647336019954,3462,,Los Angeles,Los Angeles Unified,WILBUR CHARTER FOR ENRICHED ACADEMICS,Y,1482,K,5,282558.0,24a37ae2-f50f-4310-acda-125855a0d1d7,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WILBUR CHARTER FOR ENRICHED ACADEMICS - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
538,19647336020036,19647336020036,3472,,Los Angeles,Los Angeles Unified,WOODLAKE ELEMENTARY COMMUNITY CHARTER,Y,1483,K,5,307838.0,0dc9ad6e-b337-4dbd-8509-526dfcc7339a,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOODLAKE ELEMENTARY COMMUNITY CHARTER - Los Angeles Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
539,19647336020044,19647336020044,3473,,Los Angeles,Los Angeles Unified,WOODLAND HILLS ELEMENTARY CHARTER FOR ENRICHED STUDIES,Y,1485,K,5,210848.0,1eb4a956-d489-4b3d-8aa9-3ee860df6b78,Yes,,,Yes,Charter,Los Angeles Unified,19647336020044,WOODLAND HILLS ELEMENTARY CHARTER FOR ENRICHED STUDIES,34.158723,-118.609925,,,,,,,,,,,,c.desiderio@lausd.net,647.0,,,,,,,,,,,,,WOODLAND HILLS ELEMENTARY CHARTER FOR ENRICHED STUDIES - Los Angeles Unified,Yes,No,No,,,,,,,,,Yes,,Yes,,,,,,,,,Yes,1629140400000.0
540,19647336114912,19647336114912,7522,,Los Angeles,Los Angeles Unified,WATTS LEARNING CENTER,Y,131,K,5,454992.0,87ed9339-01f5-46f7-885b-d52d80645bbd,Yes,148123.0,587850.0,Yes,Charter,Los Angeles Unified,19647336114912,WATTS LEARNING CENTER,33.950044,-118.278496,,Distance Learning Only,No,,,1624906800000.0,,,,Yes,https://www.wlces.org/apps/pages/index.jsp?uREC_ID=2116444&type=d&pREC_ID=2151727,druffin@wattslc.org,379.0,0.0,379.0,0.0,,55.0,50.0,,,,,,Decision based on a Board vote. ,WATTS LEARNING CENTER - Los Angeles Unified,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,,,,,,,,
541,19650946023527,19650946023527,7533,,Los Angeles,West Covina Unified,SAN JOSE CHARTER ACADEMY,Y,142,K,8,650884.0,862ca6ef-e70e-41f0-bebc-7980950e61e8,Yes,191770.0,761064.0,Yes,Charter,West Covina Unified,19650946023527,SAN JOSE CHARTER ACADEMY,34.061816,-117.960339,,Distance Learning Only,Yes,,,1628708400000.0,,,Disabilities,Yes,https://www.sanjosecharteracademy.com/,denise.patton@sjcharter.com,1254.0,0.0,1254.0,0.0,17.0,133.0,32.0,,,,,,"1.	We believe our Distance Learning program offered provides a more educationally sound instructional model than moving into a hybrid model so late in the year.  
2.	Any new instructional model replacing our currently model will adversely affect our current students.  Time taken to “learn” the needed technology so we have it just right for the fall will only benefit new fall classes.  Current students will lose out on hours of crucial instruction.  We believe this has the potential of creating additional learning loss.
3.	A hybrid model would result in reduced learning time due to operational and instructional demands.  SJCA is a commuter school with the majority of students being driven to school from distances beyond the surrounding neighborhoods.  The potential of parents dropping off and waiting or working from their cars until their children get out of school is a real possibility.  
4.	SJCA is doing a commendable job of establishing supports for our students’ social emotional learning and mental health.   Time and effort have focused on building a community of learners in each classroom.  In addition, a Support Squad has been created to assist students and teachers.  Mental health services have been provided in a variety of ways included family workshops, group counseling, family counseling, and individual counseling opportunities.  
",SAN JOSE CHARTER ACADEMY - West Covina Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
542,19647330106427,19647330106427,10846,,Los Angeles,Los Angeles Unified,SYNERGY CHARTER ACADEMY,Y,636,K,5,394586.0,66363351-b80c-4b9a-a23e-9c4faa4bc390,Yes,116197.0,461142.0,Yes,Charter,Los Angeles Unified,19647330106427,SYNERGY CHARTER ACADEMY,34.014575,-118.260815,,,,,,,,,,,,rdeomampo@wearesynergy.org,312.0,,,,,,,,,,,,,SYNERGY CHARTER ACADEMY - Los Angeles Unified,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,,No,No,Yes,,,,107.0,,107.0,,107.0,,1628708400000.0
543,19756971996693,19756971996693,11207,,Los Angeles,SBE - The School of Arts and Enterprise,SCHOOL OF ARTS AND ENTERPRISE,Y,505,6,12,690381.0,d8cb6d1f-313b-47ce-9ae1-6d37caa7f299,Yes,183995.0,730211.0,Yes,Charter,SBE - The School of Arts and Enterprise,19756971996693,SCHOOL OF ARTS AND ENTERPRISE,34.060297,-117.750281,,Distance Learning Only,Yes,,,1617649200000.0,,Parent fears,Disabilities FosterCare Homeless EnglishLearners LowIncome TechnologyAccess Disengaged CreditDeficient RiskOfDroppingOut FailingGrades SocialMentalHealthSupport,Yes,www.thesae.org,ptreesuwan@thesae.k12.ca.us,713.0,0.0,653.0,60.0,20.0,87.0,87.0,,,,,1628535600000.0,"small school, hybrid difficult with only 1 teacher per content area",SCHOOL OF ARTS AND ENTERPRISE - SBE - The School of Arts and Enterprise,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,"Free Arts enrichment; Multiple SPED services (SAI, ERMHS, BIS, SLP); Full 504 support; ELD enrichment class and support; college/career counseling; parent counseling and training; AP Exams; EAP Exams; NWEA testing; ELPAC testing; vision/hearing screening.",,,,,,,,
544,19646340101667,19646340101667,11296,,Los Angeles,Inglewood Unified,WILDERS PREPARATORY ACADEMY CHARTER,Y,582,K,5,316510.0,a63652e5-9080-4bde-a821-c323c5b8b622,Yes,99014.0,392952.0,Yes,Charter,Inglewood Unified,19646340101667,WILDERS PREPARATORY ACADEMY CHARTER,33.974312,-118.357656,,,,,,,,,,,,rrobinson@wpacs.org,395.0,,,,,,,,,,,,,WILDERS PREPARATORY ACADEMY CHARTER - Inglewood Unified,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,No,No,Yes,,,43.0,43.0,22.0,,12.0,43.0,,1629745200000.0
545,19734370132845,19734370132845,11336,,Los Angeles,Compton Unified,TODAYS FRESH START-COMPTON,Y,1772,K,8,748552.0,00073c6c-0c60-4bc7-837b-2d6ca56e854f,Yes,227998.0,855496.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TODAYS FRESH START-COMPTON - Compton Unified,Yes,No,,,,,,,,,,,,,,,,,,,,,,
546,19647330100669,19647330100669,11361,,Los Angeles,Los Angeles Unified,STELLA MIDDLE CHARTER ACADEMY,Y,535,5,8,598470.0,5b972165-8726-44f5-9cde-52acce94bbea,Yes,185596.0,736563.0,Yes,Charter,Los Angeles Unified,19647330100669,STELLA MIDDLE CHARTER ACADEMY,34.018077,-118.346509,,,,,,,,,,,,lyu@brightstarschools.org,473.0,,,,,,,,,,,,,STELLA MIDDLE CHARTER ACADEMY - Los Angeles Unified,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,,No,Yes,Yes,,"Yes, We are offering four 1 week summer bridge programs to 77 incoming 5th and 6th grade students.  There will be about 20 students each week.  ",,75.0,,75.0,,95.0,,1629745200000.0
547,19647330100750,19647330100750,11365,,Los Angeles,Los Angeles Unified,WALLIS ANNENBERG HIGH,Y,538,9,12,652952.0,b9fd64e1-e088-4842-8871-4046785837cf,Yes,180106.0,714779.0,Yes,Charter,Los Angeles Unified,19647330100750,WALLIS ANNENBERG HIGH,34.010434,-118.273931,,Hybrid,,,,,,,,Yes,https://www.accelerated.org/covid-19/,vshih@accelerated.org,475.0,0.0,236.0,239.0,,48.0,42.0,,,,,1618254000000.0,,WALLIS ANNENBERG HIGH - Los Angeles Unified,No,Yes,,,,,,,,,,,,,,,,,,,,,,
